regime,pred_col,series_name,mean_weekly,ann_mean,weekly_vol,ann_vol,sharpe,hit_rate,max_drawdown,n_weeks
other,pred_rf_b3,exclude_bottom_minus_equal_weight,0.0007497353877300829,0.03898624016196431,0.002409932170833678,0.017378268024662136,2.2433904291634534,0.6421568627450981,-0.012711280686145118,204
stress,pred_rf_b3,top_return,0.00011012955393614716,0.005726736804679652,0.02312051611265973,0.166724412718772,0.03434851987956567,0.5631067961165048,-0.26818177152789874,103
stress,pred_rf_b3,bottom_return,-0.0017249192387861405,-0.0896958004168793,0.02483291398461499,0.1790726893814322,-0.500890452512407,0.5242718446601942,-0.3527596960642837,103
stress,pred_rf_b3,exclude_bottom_return,0.000469217399651438,0.024399304781874777,0.017836794760670807,0.12862295619905206,0.1896963458382602,0.5728155339805825,-0.22117830728636603,103
stress,pred_rf_b3,equal_weight_return,3.557620273849673e-05,0.0018499625424018302,0.01754481071558323,0.12651742930669074,0.014622195159509112,0.5728155339805825,-0.24800697832616764,103
stress,pred_rf_b3,long_short_return,0.0018350487927222868,0.09542253722155891,0.02739008910168128,0.1975127413912785,0.4831209194374153,0.5631067961165048,-0.20185147765587855,103
stress,pred_rf_b3,top_minus_equal_weight,7.455335119765062e-05,0.003876774262277832,0.017530148224146485,0.1264116965772883,0.03066784456854091,0.5436893203883495,-0.14500839456983453,103
stress,pred_rf_b3,exclude_bottom_minus_equal_weight,0.00043364119691294165,0.022549342239472966,0.004132796044318755,0.02980201609765203,0.7566381470832615,0.5728155339805825,-0.02926687420110821,103
calm,pred_xgb_b1,top_return,0.0006123915916776108,0.03184436276723576,0.015501861404911652,0.11178551232109038,0.2848702135547464,0.5362318840579711,-0.2708310075336597,207
calm,pred_xgb_b1,bottom_return,-0.003430767359155552,-0.1783999026760887,0.015820389911827885,0.11408245404985731,-1.5637803741329304,0.40096618357487923,-0.5226002004345711,207
calm,pred_xgb_b1,exclude_bottom_return,-0.0011681896118375015,-0.06074585981555008,0.013056896409740962,0.09415461900748541,-0.6451713198554889,0.5024154589371981,-0.30797210960972476,207
calm,pred_xgb_b1,equal_weight_return,-0.0016171246639536828,-0.08409048252559151,0.012874318915209532,0.09283803397092778,-0.9057762096935876,0.4927536231884058,-0.3279584675930492,207
calm,pred_xgb_b1,long_short_return,0.004043158950833164,0.21024426544332453,0.01446855367249767,0.10433422429598632,2.0151035469136325,0.5942028985507246,-0.0786483456448265,207
calm,pred_xgb_b1,top_minus_equal_weight,0.002229516255631294,0.11593484529282728,0.008355218964577985,0.060250340789030125,1.9242189135291283,0.6183574879227053,-0.06441766870746435,207
calm,pred_xgb_b1,exclude_bottom_minus_equal_weight,0.0004489350521161811,0.023344622710041417,0.002243975798794368,0.016181539606906714,1.4426700596571975,0.5942028985507246,-0.020255615626665523,207
other,pred_xgb_b1,top_return,0.0024263829235307,0.1261719120235964,0.020485896216899755,0.14772589846773165,0.8540947344527854,0.553921568627451,-0.2624107860247185,204
other,pred_xgb_b1,bottom_return,-0.0031959790856385243,-0.16619091245320328,0.01635962169150438,0.11797090971182392,-1.408744858026185,0.4215686274509804,-0.49161960499631274,204
other,pred_xgb_b1,exclude_bottom_return,0.0006705730986477194,0.03486980112968141,0.014482505775263216,0.10443483433982975,0.3338905198644302,0.5147058823529411,-0.28954350349108654,204
other,pred_xgb_b1,equal_weight_return,-9.40602796791604e-05,-0.004891134543316341,0.014094802945781144,0.1016390694771496,-0.04812258286579415,0.49019607843137253,-0.3200537103772384,204
other,pred_xgb_b1,long_short_return,0.005622362009169224,0.2923628244767997,0.018685050800363798,0.13473981749072225,2.1698324216368396,0.6274509803921569,-0.09965252132752363,204
other,pred_xgb_b1,top_minus_equal_weight,0.002520443203209861,0.13106304656691278,0.011642162674742586,0.08395282896215475,1.5611510438319465,0.6176470588235294,-0.07765830394691253,204
other,pred_xgb_b1,exclude_bottom_minus_equal_weight,0.0007646333783268794,0.03976093567299773,0.002357764042519272,0.017002078301496984,2.3385926689619403,0.6078431372549019,-0.010050212906254786,204
stress,pred_xgb_b1,top_return,0.0008764810514523981,0.045577014675524705,0.022931591097132685,0.1653620550573708,0.27561954681630063,0.5631067961165048,-0.21477577530703118,103
stress,pred_xgb_b1,bottom_return,-0.0019028280158332076,-0.0989470568233268,0.025155513467777075,0.18139898733739038,-0.5454664233560007,0.49514563106796117,-0.32378827752239875,103
stress,pred_xgb_b1,exclude_bottom_return,0.0005130615483113701,0.026679200512191248,0.017176479001421264,0.12386135154310973,0.2153956838013801,0.5922330097087378,-0.2317529431444791,103
stress,pred_xgb_b1,equal_weight_return,3.557620273849673e-05,0.0018499625424018302,0.01754481071558323,0.12651742930669074,0.014622195159509112,0.5728155339805825,-0.24800697832616764,103
